level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	4	1	6	8	1448	933	77	39	94	2nd
5	1	4	1	6	9	1535	934	93	38	94	Ave.
5	1	4	1	6	10	1943	940	181	41	95	5,695,574
5	1	4	1	6	11	2152	940	33	34	94	A
5	1	4	1	6	12	2217	939	17	20	95	*
5	1	4	1	6	13	2278	939	145	35	89	12/1997
5	1	4	1	6	14	2462	939	181	35	89	Falardeau
5	1	4	1	6	15	2657	939	86	35	94	etal.
5	1	4	1	6	16	2777	967	177	7	45	......
5	1	4	1	6	17	2991	939	98	35	92	134/6
4	1	4	1	7	0	846	996	2243	51	-1	
5	1	4	1	7	1	846	996	133	48	93	North,
5	1	4	1	7	2	996	996	225	48	93	Moorhead,
5	1	4	1	7	3	1239	997	83	38	96	MN
5	1	4	1	7	4	1339	996	97	51	96	(US)
5	1	4	1	7	5	1455	997	128	38	96	56560
5	1	4	1	7	6	1941	1003	183	41	91	6,601,374
5	1	4	1	7	7	2152	1002	82	35	78	B2*
5	1	4	1	7	8	2299	1002	122	35	61	8/2003
5	1	4	1	7	9	2463	1002	109	35	92	Smith
5	1	4	1	7	10	2953	1002	136	35	92	56/13.6
4	1	4	1	8	0	463	1114	1259	52	-1	
5	1	4	1	8	1	463	1114	83	52	91	(*)
5	1	4	1	8	2	601	1114	150	40	86	Notice:
5	1	4	1	8	3	0	0	3600	4950	65	_
5	1	4	1	8	4	848	1114	155	52	96	Subject
5	1	4	1	8	5	1017	1121	38	33	96	to
5	1	4	1	8	6	1072	1128	73	38	96	any
5	1	4	1	8	7	1161	1114	228	49	95	disclaimer,
5	1	4	1	8	8	1404	1114	65	40	96	the
5	1	4	1	8	9	1481	1121	97	33	94	term
5	1	4	1	8	10	1592	1114	48	40	94	of
5	1	4	1	8	11	1647	1114	75	40	96	this
4	1	4	1	9	0	846	1176	1399	60	-1	
5	1	4	1	9	1	846	1182	129	45	95	patent
5	1	4	1	9	2	999	1176	31	39	96	is
5	1	4	1	9	3	1055	1176	190	39	96	extended
5	1	4	1	9	4	1267	1189	44	26	96	or
5	1	4	1	9	5	1334	1176	174	51	95	adjusted
5	1	4	1	9	6	1529	1176	121	39	96	under
5	1	4	1	9	7	1673	1177	48	38	96	35
5	1	4	1	9	8	1833	1185	18	23	96	*
5	1	4	1	9	9	1870	1185	101	39	96	cited
5	1	4	1	9	10	1984	1185	52	51	96	by
5	1	4	1	9	11	2051	1185	194	39	95	examiner
4	1	4	1	10	0	846	1239	1691	53	-1	
5	1	4	1	10	1	846	1240	139	38	92	U.S.C.
5	1	4	1	10	2	1007	1239	133	51	89	154(b)
5	1	4	1	10	3	1155	1239	51	51	96	by
5	1	4	1	10	4	1222	1240	75	38	96	407
5	1	4	1	10	5	1314	1239	106	51	96	days.
5	1	4	1	10	6	2531	1285	6	7	82	,
4	1	4	1	11	0	1827	1285	805	52	-1	
5	1	4	1	11	1	1827	1287	176	50	93	Primary
5	1	4	1	11	2	2016	1285	402	52	83	Examiner-Joseph
5	1	4	1	11	3	2432	1287	19	38	96	J
5	1	4	1	11	4	2466	1285	99	49	96	Hail,
5	1	4	1	11	5	2583	1287	49	38	84	III
4	1	4	1	12	0	463	1348	2252	61	-1	
5	1	4	1	12	1	463	1357	83	52	91	(21)
5	1	4	1	12	2	601	1357	115	52	90	Appl.
5	1	4	1	12	3	732	1359	87	38	93	No.:
5	1	4	1	12	4	848	1359	234	47	88	11/426,322
5	1	4	1	12	5	1826	1350	194	38	91	Assistant
5	1	4	1	12	6	2030	1348	446	40	86	Examiner-Shantese
5	1	4	1	12	7	2491	1348	224	40	93	McDonald
4	1	4	1	13	0	1832	1410	1091	51	-1	
5	1	4	1	13	1	1832	1410	83	51	94	(74)
5	1	4	1	13	2	1927	1412	186	49	93	Attorney,
5	1	4	1	13	3	2129	1411	132	50	94	Agent,
5	1	4	1	13	4	2282	1425	46	24	92	or
5	1	4	1	13	5	2340	1410	315	39	80	Firm-Neustel
5	1	4	1	13	6	2672	1411	90	38	96	Law
5	1	4	1	13	7	2777	1410	146	39	95	Offices
4	1	4	1	14	0	463	1476	675	51	-1	
5	1	4	1	14	1	463	1476	83	51	93	(22)
5	1	4	1	14	2	602	1476	117	39	81	Filed:
5	1	4	1	14	3	847	1477	94	38	96	Jun.
5	1	4	1	14	4	958	1477	62	47	95	26,
5	1	4	1	14	5	1037	1477	101	38	96	2006
4	1	4	1	15	0	1832	1529	769	50	-1	
5	1	4	1	15	1	1832	1529	83	50	95	(57)
5	1	4	1	15	2	2318	1530	283	38	94	ABSTRACT
4	1	4	1	16	0	463	1594	295	52	-1	
5	1	4	1	16	1	463	1594	83	52	93	(51)
5	1	4	1	16	2	602	1596	78	38	75	Int.
5	1	4	1	16	3	695	1596	63	38	54	Cl.
4	1	4	1	17	0	599	1656	2493	86	-1	
5	1	4	1	17	1	599	1657	125	38	50	BoIF
5	1	4	1	17	2	741	1657	120	38	60	1900
5	1	4	1	17	3	1059	1656	202	51	95	(2006.01)
5	1	4	1	17	4	1829	1692	38	38	96	A
5	1	4	1	17	5	1882	1690	163	40	93	railroad
5	1	4	1	17	6	2062	1690	213	52	91	flangeway
5	1	4	1	17	7	2292	1690	152	40	96	cleaner
5	1	4	1	17	8	2460	1697	144	45	95	system
5	1	4	1	17	9	2621	1690	60	40	95	for
5	1	4	1	17	10	2697	1690	209	52	95	efficiently
5	1	4	1	17	11	2925	1690	167	52	95	clearing
4	1	4	1	18	0	463	1725	2241	51	-1	
5	1	4	1	18	1	463	1725	83	51	90	(52)
5	1	4	1	18	2	602	1726	90	38	9	U.S.
5	1	4	1	18	3	709	1726	62	38	9	CI.
5	1	4	1	18	4	1459	1726	128	47	94	15/55;
5	1	4	1	18	5	1609	1725	112	39	95	15/54
5	1	4	1	18	6	1926	1753	6	7	82	.
5	1	4	1	18	7	2256	1753	6	7	42	:
5	1	4	1	18	8	2452	1753	6	7	90	.
5	1	4	1	18	9	2698	1753	6	7	90	.
4	1	4	1	19	0	637	1753	2457	52	-1	
5	1	4	1	19	1	637	1795	7	10	36	.
5	1	4	1	19	2	909	1795	118	10	34	(
5	1	4	1	19	3	1830	1753	126	40	96	debris
5	1	4	1	19	4	1968	1753	75	40	95	and
5	1	4	1	19	5	2052	1753	108	40	95	other
5	1	4	1	19	6	2169	1753	151	52	96	foreign
5	1	4	1	19	7	2328	1753	170	40	96	material
5	1	4	1	19	8	2511	1753	101	40	96	from
5	1	4	1	19	9	2622	1767	21	26	95	a
5	1	4	1	19	10	2653	1753	163	40	93	railroad
5	1	4	1	19	11	2826	1753	213	52	91	flangeway
5	1	4	1	19	12	3050	1767	44	26	95	or
4	1	4	1	20	0	463	1794	2629	72	-1	
5	1	4	1	20	1	463	1794	83	51	92	(58)
5	1	4	1	20	2	602	1795	111	38	76	Field
5	1	4	1	20	3	730	1795	45	38	96	of
5	1	4	1	20	4	786	1795	299	38	95	Classification
5	1	4	1	20	5	1101	1795	151	38	91	Search
5	1	4	1	20	6	1280	1827	269	6	30	.....................
5	1	4	1	20	7	1597	1794	124	48	95	15/54,
5	1	4	1	20	8	1830	1815	107	39	95	other
5	1	4	1	20	9	1950	1815	145	39	96	similar
5	1	4	1	20	10	2106	1815	172	39	96	channel.
5	1	4	1	20	11	2293	1815	79	39	96	The
5	1	4	1	20	12	2385	1815	163	39	93	railroad
5	1	4	1	20	13	2560	1815	211	51	92	flangeway
5	1	4	1	20	14	2785	1815	151	39	96	cleaner
5	1	4	1	20	15	2949	1821	143	45	96	system
4	1	4	1	21	0	785	1855	2307	74	-1	
5	1	4	1	21	1	785	1918	82	7	51	2,
5	1	4	1	21	2	1476	1918	5	7	87	,
5	1	4	1	21	3	1609	1855	110	40	93	15/55
5	1	4	1	21	4	1830	1878	172	39	95	includes
5	1	4	1	21	5	2023	1891	21	26	96	a
5	1	4	1	21	6	2062	1878	121	39	96	frame
5	1	4	1	21	7	2202	1878	60	39	96	for
5	1	4	1	21	8	2279	1878	184	51	96	traveling
5	1	4	1	21	9	2482	1878	115	51	95	along
5	1	4	1	21	10	2615	1891	21	26	96	a
5	1	4	1	21	11	2656	1878	172	48	96	channel,
5	1	4	1	21	12	2849	1891	21	26	96	a
5	1	4	1	21	13	2889	1878	103	39	96	drive
5	1	4	1	21	14	3011	1878	81	39	96	unit
4	1	4	1	22	0	603	1918	2489	73	-1	
5	1	4	1	22	1	603	1920	72	38	96	See
5	1	4	1	22	2	691	1918	233	52	96	application
5	1	4	1	22	3	938	1918	65	40	96	file
5	1	4	1	22	4	1019	1918	60	40	96	for
5	1	4	1	22	5	1093	1918	191	52	96	complete
5	1	4	1	22	6	1301	1918	131	40	95	search
5	1	4	1	22	7	1445	1918	153	52	96	history.
5	1	4	1	22	8	1830	1939	175	40	96	attached
5	1	4	1	22	9	2023	1946	38	33	96	to
5	1	4	1	22	10	2082	1939	63	40	95	the
5	1	4	1	22	11	2167	1939	119	40	94	frame
5	1	4	1	22	12	2307	1939	75	40	96	and
5	1	4	1	22	13	2401	1953	21	26	96	a
5	1	4	1	22	14	2444	1939	176	52	96	cleaning
5	1	4	1	22	15	2639	1939	134	40	96	device
5	1	4	1	22	16	2793	1939	146	40	95	rotated
5	1	4	1	22	17	2957	1939	52	52	96	by
5	1	4	1	22	18	3027	1939	65	40	96	the
4	1	4	1	23	0	463	2002	2635	67	-1	
5	1	4	1	23	1	463	2017	83	52	95	(56)
5	1	4	1	23	2	903	2019	241	38	94	References
5	1	4	1	23	3	1161	2019	121	38	95	Cited
5	1	4	1	23	4	1830	2002	104	40	96	drive
5	1	4	1	23	5	1948	2002	92	49	96	unit,
5	1	4	1	23	6	2057	2002	170	40	96	wherein
5	1	4	1	23	7	2240	2002	63	40	96	the
5	1	4	1	23	8	2318	2002	176	52	95	cleaning
5	1	4	1	23	9	2510	2002	133	40	95	device
5	1	4	1	23	10	2659	2002	120	40	96	clears
5	1	4	1	23	11	2794	2002	63	40	96	the
5	1	4	1	23	12	2873	2002	160	40	95	channel
5	1	4	1	23	13	3050	2002	48	40	96	of
4	1	4	1	24	0	1830	2065	137	40	-1	
5	1	4	1	24	1	1830	2065	137	40	96	debris.
4	1	4	1	25	0	772	2119	636	38	-1	
5	1	4	1	25	1	772	2119	90	38	95	U.S.
5	1	4	1	25	2	881	2119	188	38	95	PATENT
5	1	4	1	25	3	1085	2119	323	38	95	DOCUMENTS
4	1	4	1	26	0	606	2212	2174	50	-1	
5	1	4	1	26	1	606	2218	147	41	95	414,511
5	1	4	1	26	2	784	2219	32	33	94	A
5	1	4	1	26	3	848	2217	17	20	91	*
5	1	4	1	26	4	909	2217	146	35	91	11/1889
5	1	4	1	26	5	1093	2217	116	35	37	Fisher
5	1	4	1	26	6	1241	2245	322	7	0	......
5	1	4	1	26	7	1595	2217	127	35	96	37/209
5	1	4	1	26	8	2143	2212	49	38	95	17
5	1	4	1	26	9	2207	2212	168	47	96	Claims,
5	1	4	1	26	10	2391	2212	24	38	95	7
5	1	4	1	26	11	2431	2212	193	50	95	Drawing
5	1	4	1	26	12	2640	2212	140	38	96	Sheets
2	1	5	0	0	0	1549	3028	12	685	-1	
3	1	5	1	0	0	1549	3028	12	685	-1	
4	1	5	1	1	0	1549	3028	12	685	-1	
5	1	5	1	1	1	1549	3028	12	685	95	 
2	1	6	0	0	0	1527	3204	8	519	-1	
3	1	6	1	0	0	1527	3204	8	519	-1	
4	1	6	1	1	0	1527	3204	8	519	-1	
5	1	6	1	1	1	1527	3204	8	519	95	 
2	1	7	0	0	0	763	2482	1344	1790	-1	
3	1	7	1	0	0	763	2482	1344	1790	-1	
4	1	7	1	1	0	763	2482	1344	1790	-1	
5	1	7	1	1	1	763	2482	1344	1790	95	 
2	1	8	0	0	0	2503	3786	95	68	-1	
3	1	8	1	0	0	2503	3786	95	68	-1	
4	1	8	1	1	0	2503	3786	95	68	-1	
5	1	8	1	1	1	2503	3786	95	68	85	22
1	2	0	0	0	0	0	0	3600	4950	-1	
2	2	1	0	0	0	461	325	2625	94	-1	
3	2	1	1	0	0	461	325	2625	94	-1	
4	2	1	1	1	0	461	325	2625	94	-1	
5	2	1	1	1	1	461	325	176	79	72	U.S.
5	2	1	1	1	2	670	327	288	77	94	Patent
5	2	1	1	1	3	1180	352	135	67	96	May
5	2	1	1	1	4	1334	351	84	65	95	25,
5	2	1	1	1	5	1439	351	137	53	93	2010
5	2	1	1	1	6	0	0	3600	4950	66	__
5	2	1	1	1	7	1763	351	159	53	93	Sheet
5	2	1	1	1	8	1944	351	25	51	93	1
5	2	1	1	1	9	1995	351	60	53	95	of
5	2	1	1	1	10	2071	352	31	52	95	7
5	2	1	1	1	11	2525	342	100	62	94	US
5	2	1	1	1	12	2652	342	319	75	94	7,721,373
5	2	1	1	1	13	2998	342	88	60	64	B1
2	2	2	0	0	0	777	1015	2121	305	-1	
3	2	2	1	0	0	777	1015	2121	305	-1	
4	2	2	1	1	0	2826	1015	72	43	-1	
5	2	2	1	1	1	2826	1015	72	43	84	-
4	2	2	1	2	0	777	1153	2121	111	-1	
5	2	2	1	2	1	777	1194	73	53	67	o
5	2	2	1	2	2	2825	1153	73	111	74	O
4	2	2	1	3	0	778	1264	2120	56	-1	
5	2	2	1	3	1	778	1264	70	43	65	vA
5	2	2	1	3	2	2825	1272	73	48	87	LL
2	2	3	0	0	0	1301	2943	739	11	-1	
3	2	3	1	0	0	1301	2943	739	11	-1	
4	2	3	1	1	0	1301	2943	739	11	-1	
5	2	3	1	1	1	1301	2943	739	11	95	 
2	2	4	0	0	0	1315	2969	736	13	-1	
3	2	4	1	0	0	1315	2969	736	13	-1	
4	2	4	1	1	0	1315	2969	736	13	-1	
5	2	4	1	1	1	1315	2969	736	13	95	 
2	2	5	0	0	0	712	1343	2206	2565	-1	
3	2	5	1	0	0	712	1343	2206	2565	-1	
4	2	5	1	1	0	712	1343	2206	2565	-1	
5	2	5	1	1	1	712	1343	2206	2565	95	 
1	3	0	0	0	0	0	0	3600	4950	-1	
2	3	1	0	0	0	1267	4308	74	123	-1	
3	3	1	1	0	0	1267	4308	74	123	-1	
4	3	1	1	1	0	1267	4308	74	123	-1	
5	3	1	1	1	1	1267	4308	74	123	92	42
2	3	2	0	0	0	1750	2792	547	7	-1	
3	3	2	1	0	0	1750	2792	547	7	-1	
4	3	2	1	1	0	1750	2792	547	7	-1	
5	3	2	1	1	1	1750	2792	547	7	95	 
2	3	3	0	0	0	1750	2747	547	7	-1	
3	3	3	1	0	0	1750	2747	547	7	-1	
4	3	3	1	1	0	1750	2747	547	7	-1	
5	3	3	1	1	1	1750	2747	547	7	95	 
2	3	4	0	0	0	618	999	2312	3065	-1	
3	3	4	1	0	0	618	999	2312	3065	-1	
4	3	4	1	1	0	618	999	2312	3065	-1	
5	3	4	1	1	1	618	999	2312	3065	95	 
2	3	5	0	0	0	461	325	497	79	-1	
3	3	5	1	0	0	461	325	497	79	-1	
4	3	5	1	1	0	461	325	497	79	-1	
5	3	5	1	1	1	461	325	176	79	83	U.S.
5	3	5	1	1	2	670	327	288	77	94	Patent
2	3	6	0	0	0	1180	351	396	68	-1	
3	3	6	1	0	0	1180	351	396	68	-1	
4	3	6	1	1	0	1180	351	396	68	-1	
5	3	6	1	1	1	1180	352	135	67	96	May
5	3	6	1	1	2	1334	351	84	65	96	25,
5	3	6	1	1	3	1439	351	137	53	96	2010
2	3	7	0	0	0	1763	351	339	53	-1	
3	3	7	1	0	0	1763	351	339	53	-1	
4	3	7	1	1	0	1763	351	339	53	-1	
5	3	7	1	1	1	1763	351	159	53	96	Sheet
5	3	7	1	1	2	1941	351	30	51	94	2
5	3	7	1	1	3	1995	351	60	53	96	of
5	3	7	1	1	4	2071	352	31	52	96	7
2	3	8	0	0	0	2525	342	561	75	-1	
3	3	8	1	0	0	2525	342	561	75	-1	
4	3	8	1	1	0	2525	342	561	75	-1	
5	3	8	1	1	1	2525	342	100	62	96	US
5	3	8	1	1	2	2652	342	319	75	96	7,721,373
5	3	8	1	1	3	2998	342	88	60	70	BI
1	4	0	0	0	0	0	0	3600	4950	-1	
2	4	1	0	0	0	461	325	2625	94	-1	
3	4	1	1	0	0	461	325	2625	94	-1	
4	4	1	1	1	0	461	325	2625	94	-1	
5	4	1	1	1	1	461	325	176	79	72	U.S.
5	4	1	1	1	2	670	327	288	77	94	Patent
5	4	1	1	1	3	1180	352	135	67	96	May
5	4	1	1	1	4	1334	351	84	65	95	25,
5	4	1	1	1	5	1439	351	137	53	94	2010
5	4	1	1	1	6	0	0	3600	4950	57	__
5	4	1	1	1	7	1763	351	159	53	76	Sheet
5	4	1	1	1	8	1941	351	30	53	90	3
5	4	1	1	1	9	1995	351	60	53	95	of
5	4	1	1	1	10	2071	352	31	52	95	7
5	4	1	1	1	11	2525	342	100	62	94	US
5	4	1	1	1	12	2652	342	319	75	94	7,721,373
5	4	1	1	1	13	2998	342	88	60	64	B1
2	4	2	0	0	0	2460	1135	444	305	-1	
3	4	2	1	0	0	2460	1135	444	305	-1	
4	4	2	1	1	0	2460	1228	71	113	-1	
5	4	2	1	1	1	2460	1228	71	113	94	14
4	4	2	1	2	0	2830	1135	74	305	-1	
5	4	2	1	2	1	2830	1242	74	198	93	FIG.
5	4	2	1	2	2	2830	1135	74	50	96	3
2	4	3	0	0	0	927	1380	72	111	-1	
3	4	3	1	0	0	927	1380	72	111	-1	
4	4	3	1	1	0	927	1380	72	51	-1	
5	4	3	1	1	1	927	1380	72	51	46	am!
4	4	3	1	2	0	928	1447	70	44	-1	
5	4	3	1	2	1	928	1447	70	44	61	m-
2	4	4	0	0	0	680	1610	2259	2528	-1	
3	4	4	1	0	0	680	1610	2259	2528	-1	
4	4	4	1	1	0	680	1610	2259	2528	-1	
5	4	4	1	1	1	680	1610	2259	2528	95	 
1	5	0	0	0	0	0	0	3600	4950	-1	
2	5	1	0	0	0	461	325	2625	94	-1	
3	5	1	1	0	0	461	325	2625	94	-1	
4	5	1	1	1	0	461	325	2625	94	-1	
5	5	1	1	1	1	461	325	176	79	72	U.S.
5	5	1	1	1	2	670	327	288	77	94	Patent
5	5	1	1	1	3	1180	352	135	67	96	May
5	5	1	1	1	4	1334	351	84	65	95	25,
5	5	1	1	1	5	1439	351	137	53	93	2010
5	5	1	1	1	6	0	0	3600	4950	63	__
5	5	1	1	1	7	1763	351	159	53	93	Sheet
5	5	1	1	1	8	1941	351	31	51	93	4
5	5	1	1	1	9	1995	351	60	53	95	of
5	5	1	1	1	10	2071	352	31	52	95	7
5	5	1	1	1	11	2525	342	100	62	94	US
5	5	1	1	1	12	2652	342	319	75	94	7,721,373
5	5	1	1	1	13	2998	342	88	60	64	B1
2	5	2	0	0	0	2933	960	78	326	-1	
3	5	2	1	0	0	2933	960	78	326	-1	
4	5	2	1	1	0	2933	960	78	326	-1	
5	5	2	1	1	1	2933	1075	78	211	95	FIG.
5	5	2	1	1	2	2935	960	76	60	95	4
2	5	3	0	0	0	1588	1839	612	8	-1	
3	5	3	1	0	0	1588	1839	612	8	-1	
4	5	3	1	1	0	1588	1839	612	8	-1	
5	5	3	1	1	1	1588	1839	612	8	95	 
2	5	4	0	0	0	1174	1134	14	774	-1	
3	5	4	1	0	0	1174	1134	14	774	-1	
4	5	4	1	1	0	1174	1134	14	774	-1	
5	5	4	1	1	1	1174	1134	14	774	95	 
2	5	5	0	0	0	1210	1134	10	795	-1	
3	5	5	1	0	0	1210	1134	10	795	-1	
4	5	5	1	1	0	1210	1134	10	795	-1	
5	5	5	1	1	1	1210	1134	10	795	95	 
2	5	6	0	0	0	2196	1731	5	155	-1	
3	5	6	1	0	0	2196	1731	5	155	-1	
4	5	6	1	1	0	2196	1731	5	155	-1	
5	5	6	1	1	1	2196	1731	5	155	95	 
2	5	7	0	0	0	1213	1873	1133	13	-1	
3	5	7	1	0	0	1213	1873	1133	13	-1	
4	5	7	1	1	0	1213	1873	1133	13	-1	
5	5	7	1	1	1	1213	1873	1133	13	95	 
2	5	8	0	0	0	2296	2218	1	193	-1	
3	5	8	1	0	0	2296	2218	1	193	-1	
4	5	8	1	1	0	2296	2218	1	193	-1	
5	5	8	1	1	1	2296	2218	1	193	95	 
2	5	9	0	0	0	1951	1879	12	1419	-1	
3	5	9	1	0	0	1951	1879	12	1419	-1	
4	5	9	1	1	0	1951	1879	12	1419	-1	
5	5	9	1	1	1	1951	1879	12	1419	95	 
2	5	10	0	0	0	1921	1899	9	1418	-1	
3	5	10	1	0	0	1921	1899	9	1418	-1	
4	5	10	1	1	0	1921	1899	9	1418	-1	
5	5	10	1	1	1	1921	1899	9	1418	95	 
2	5	11	0	0	0	736	956	2025	3404	-1	
3	5	11	1	0	0	736	956	2025	3404	-1	
4	5	11	1	1	0	736	956	2025	3404	-1	
5	5	11	1	1	1	736	956	2025	3404	95	 
1	6	0	0	0	0	0	0	3600	4950	-1	
2	6	1	0	0	0	1102	3417	7	747	-1	
3	6	1	1	0	0	1102	3417	7	747	-1	
4	6	1	1	1	0	1102	3417	7	747	-1	
5	6	1	1	1	1	1102	3417	7	747	95	 
2	6	2	0	0	0	1135	3397	8	448	-1	
3	6	2	1	0	0	1135	3397	8	448	-1	
4	6	2	1	1	0	1135	3397	8	448	-1	
5	6	2	1	1	1	1135	3397	8	448	95	 
2	6	3	0	0	0	1112	3405	721	13	-1	
3	6	3	1	0	0	1112	3405	721	13	-1	
4	6	3	1	1	0	1112	3405	721	13	-1	
5	6	3	1	1	1	1112	3405	721	13	95	 
2	6	4	0	0	0	1830	2071	5	529	-1	
3	6	4	1	0	0	1830	2071	5	529	-1	
4	6	4	1	1	0	1830	2071	5	529	-1	
5	6	4	1	1	1	1830	2071	5	529	95	 
2	6	5	0	0	0	1822	2071	17	1346	-1	
3	6	5	1	0	0	1822	2071	17	1346	-1	
4	6	5	1	1	0	1822	2071	17	1346	-1	
5	6	5	1	1	1	1822	2071	17	1346	95	 
2	6	6	0	0	0	1859	2070	8	1383	-1	
3	6	6	1	0	0	1859	2070	8	1383	-1	
4	6	6	1	1	0	1859	2070	8	1383	-1	
5	6	6	1	1	1	1859	2070	8	1383	95	 
2	6	7	0	0	0	1407	3481	591	11	-1	
3	6	7	1	0	0	1407	3481	591	11	-1	
4	6	7	1	1	0	1407	3481	591	11	-1	
5	6	7	1	1	1	1407	3481	591	11	95	 
2	6	8	0	0	0	1992	3448	3	152	-1	
3	6	8	1	0	0	1992	3448	3	152	-1	
4	6	8	1	1	0	1992	3448	3	152	-1	
5	6	8	1	1	1	1992	3448	3	152	95	 
2	6	9	0	0	0	1141	3442	995	14	-1	
3	6	9	1	0	0	1141	3442	995	14	-1	
4	6	9	1	1	0	1141	3442	995	14	-1	
5	6	9	1	1	1	1141	3442	995	14	95	 
2	6	10	0	0	0	2126	3448	5	152	-1	
3	6	10	1	0	0	2126	3448	5	152	-1	
4	6	10	1	1	0	2126	3448	5	152	-1	
5	6	10	1	1	1	2126	3448	5	152	95	 
2	6	11	0	0	0	1995	3596	154	5	-1	
3	6	11	1	0	0	1995	3596	154	5	-1	
4	6	11	1	1	0	1995	3596	154	5	-1	
5	6	11	1	1	1	1995	3596	154	5	95	 
2	6	12	0	0	0	616	845	2032	3594	-1	
3	6	12	1	0	0	616	845	2032	3594	-1	
4	6	12	1	1	0	616	845	2032	3594	-1	
5	6	12	1	1	1	616	845	2032	3594	95	 
2	6	13	0	0	0	2803	812	76	318	-1	
3	6	13	1	0	0	2803	812	76	318	-1	
4	6	13	1	1	0	2803	812	76	318	-1	
5	6	13	1	1	1	2803	925	76	205	96	FIG.
5	6	13	1	1	2	2804	812	75	51	96	5
2	6	14	0	0	0	457	329	497	78	-1	
3	6	14	1	0	0	457	329	497	78	-1	
4	6	14	1	1	0	457	329	497	78	-1	
